,round_epochs,val_loss,val_acc,loss,acc,lr,first_neuron,hidden_layers,batch_size,epochs,dropout,weight_regulizer,emb_output_dims,shape,kernel_initializer,optimizer,losses,activation,last_activation
89,150,0.4426819449290633,0.8611111177338494,0.43336820246213936,0.8167330759217539,2.1875,32,4,3,150,0.0,None,None,brick,normal,<class 'keras.optimizers.Nadam'>,<function binary_crossentropy at 0x000002B8A86727B8>,<function relu at 0x000002B8ADC76F28>,<function sigmoid at 0x000002B8ADC850D0>
90,150,0.4176934835088307,0.8703703703703703,0.40657963232276695,0.8127490039840638,2.75,16,3,1,150,0.0,None,None,long_funnel,uniform,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x000002B8A86727B8>,<function elu at 0x000002B8ADC76C80>,<function sigmoid at 0x000002B8ADC850D0>
91,150,0.6874860458903842,0.5555555555555556,0.6912766578662918,0.5338645418326693,1.625,16,3,1,150,0.0,None,None,long_funnel,normal,<class 'keras.optimizers.Nadam'>,<function binary_crossentropy at 0x000002B8A86727B8>,<function relu at 0x000002B8ADC76F28>,<function sigmoid at 0x000002B8ADC850D0>
92,50,0.6878627273771498,0.5555555555555556,0.6910026268180148,0.5338645418326693,0.5,8,2,1,50,0.0,None,None,long_funnel,uniform,<class 'keras.optimizers.Nadam'>,<function binary_crossentropy at 0x000002B8A86727B8>,<function relu at 0x000002B8ADC76F28>,<function sigmoid at 0x000002B8ADC850D0>
93,50,0.6878141827053494,0.5555555555555556,0.6911684258050652,0.5338645418326693,1.0625,16,5,1,50,0.0,None,None,brick,uniform,<class 'keras.optimizers.Nadam'>,<function binary_crossentropy at 0x000002B8A86727B8>,<function relu at 0x000002B8ADC76F28>,<function sigmoid at 0x000002B8ADC850D0>
94,100,0.4536391084806787,0.8611111177338494,0.47379990189198956,0.7848605671489381,1.0625,32,5,3,100,0.0,None,None,brick,normal,<class 'keras.optimizers.Nadam'>,<function binary_crossentropy at 0x000002B8A86727B8>,<function relu at 0x000002B8ADC76F28>,<function sigmoid at 0x000002B8ADC850D0>
95,50,0.4220721671288764,0.8703703703703703,0.4647774205977223,0.8007968128677383,4.4375,16,2,4,50,0.0,None,None,brick,normal,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x000002B8A86727B8>,<function elu at 0x000002B8ADC76C80>,<function sigmoid at 0x000002B8ADC850D0>
96,150,0.4053912544278083,0.8888888888888888,0.41938855602921715,0.8127490042215324,0.5,16,2,4,150,0.0,None,None,brick,uniform,<class 'keras.optimizers.Nadam'>,<function binary_crossentropy at 0x000002B8A86727B8>,<function elu at 0x000002B8ADC76C80>,<function sigmoid at 0x000002B8ADC850D0>
97,150,0.4548301215249079,0.8703703703703703,0.45799326089273884,0.8207171314741036,3.875,8,2,4,150,0.0,None,None,long_funnel,uniform,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x000002B8A86727B8>,<function relu at 0x000002B8ADC76F28>,<function sigmoid at 0x000002B8ADC850D0>
98,50,0.3974092515806357,0.8796296296296297,0.45647641327751587,0.8087649402390438,1.625,32,4,4,50,0.0,None,None,brick,uniform,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x000002B8A86727B8>,<function elu at 0x000002B8ADC76C80>,<function sigmoid at 0x000002B8ADC850D0>
99,150,0.40179402554511195,0.8703703703703703,0.44881976040384447,0.8247011952191236,0.5,32,5,1,150,0.0,None,None,long_funnel,uniform,<class 'keras.optimizers.Nadam'>,<function binary_crossentropy at 0x000002B8A86727B8>,<function elu at 0x000002B8ADC76C80>,<function sigmoid at 0x000002B8ADC850D0>
100,50,0.4181108691522645,0.8703703772690561,0.4539221343973956,0.8127490115830622,0.5,64,3,3,50,0.0,None,None,brick,uniform,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x000002B8A86727B8>,<function elu at 0x000002B8ADC76C80>,<function sigmoid at 0x000002B8ADC850D0>
101,150,0.4067079567315954,0.8518518518518519,0.4384244970190691,0.8127490039840638,1.625,16,4,2,150,0.0,None,None,long_funnel,normal,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x000002B8A86727B8>,<function elu at 0x000002B8ADC76C80>,<function sigmoid at 0x000002B8ADC850D0>
102,50,0.45683834613818264,0.8611111177338494,0.4703865066111325,0.7848605673864069,2.1875,16,3,3,50,0.0,None,None,long_funnel,uniform,<class 'keras.optimizers.Nadam'>,<function binary_crossentropy at 0x000002B8A86727B8>,<function relu at 0x000002B8ADC76F28>,<function sigmoid at 0x000002B8ADC850D0>
103,50,0.43039560304195795,0.8518518518518519,0.4668283637063912,0.8047808766127582,3.875,32,2,4,50,0.0,None,None,long_funnel,uniform,<class 'keras.optimizers.Nadam'>,<function binary_crossentropy at 0x000002B8A86727B8>,<function elu at 0x000002B8ADC76C80>,<function sigmoid at 0x000002B8ADC850D0>
104,50,0.42710089313792804,0.8703703703703703,0.466171676304118,0.796812749003984,1.625,64,2,1,50,0.0,None,None,brick,uniform,<class 'keras.optimizers.Nadam'>,<function binary_crossentropy at 0x000002B8A86727B8>,<function elu at 0x000002B8ADC76C80>,<function sigmoid at 0x000002B8ADC850D0>
105,100,0.40936452108952737,0.8703703764412138,0.41861084140688776,0.8167330768716288,2.1875,8,3,3,100,0.0,None,None,long_funnel,normal,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x000002B8A86727B8>,<function elu at 0x000002B8ADC76C80>,<function sigmoid at 0x000002B8ADC850D0>
106,50,0.42765258625149727,0.8518518518518519,0.41934487776203727,0.8207171314741036,1.0625,32,2,2,50,0.0,None,None,brick,normal,<class 'keras.optimizers.Nadam'>,<function binary_crossentropy at 0x000002B8A86727B8>,<function relu at 0x000002B8ADC76F28>,<function sigmoid at 0x000002B8ADC850D0>
107,150,0.4237814127312352,0.8703703703703703,0.4938126367433432,0.7729083665338645,3.875,64,3,2,150,0.0,None,None,long_funnel,uniform,<class 'keras.optimizers.Nadam'>,<function binary_crossentropy at 0x000002B8A86727B8>,<function elu at 0x000002B8ADC76C80>,<function sigmoid at 0x000002B8ADC850D0>
108,150,0.45473878801727485,0.8703703703703703,0.5065191181831099,0.7808764940239044,2.75,64,4,1,150,0.0,None,None,brick,normal,<class 'keras.optimizers.Nadam'>,<function binary_crossentropy at 0x000002B8A86727B8>,<function elu at 0x000002B8ADC76C80>,<function sigmoid at 0x000002B8ADC850D0>
109,50,0.4455691786594495,0.8703703703703703,0.4749681741040879,0.7928286852589641,3.3125,16,2,1,50,0.0,None,None,brick,normal,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x000002B8A86727B8>,<function relu at 0x000002B8ADC76F28>,<function sigmoid at 0x000002B8ADC850D0>
110,50,0.43974922489193585,0.8796296296296297,0.4929586550916425,0.7768924302788844,2.75,64,3,1,50,0.0,None,None,long_funnel,normal,<class 'keras.optimizers.Nadam'>,<function binary_crossentropy at 0x000002B8A86727B8>,<function relu at 0x000002B8ADC76F28>,<function sigmoid at 0x000002B8ADC850D0>
111,100,0.415759242846872,0.8888888888888888,0.4550315279706541,0.8167330677290837,2.1875,16,5,2,100,0.0,None,None,brick,uniform,<class 'keras.optimizers.Nadam'>,<function binary_crossentropy at 0x000002B8A86727B8>,<function elu at 0x000002B8ADC76C80>,<function sigmoid at 0x000002B8ADC850D0>
112,50,0.4485885153214137,0.8796296296296297,0.48502588331461904,0.7808764940239044,2.1875,8,3,4,50,0.0,None,None,brick,uniform,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x000002B8A86727B8>,<function relu at 0x000002B8ADC76F28>,<function sigmoid at 0x000002B8ADC850D0>
113,100,0.3936479446236734,0.8703703703703703,0.4269118772381805,0.8167330677290837,2.1875,16,2,4,100,0.0,None,None,long_funnel,uniform,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x000002B8A86727B8>,<function elu at 0x000002B8ADC76C80>,<function sigmoid at 0x000002B8ADC850D0>
114,50,0.4551740375657876,0.8703703703703703,0.4704127935061892,0.796812749003984,4.4375,16,5,4,50,0.0,None,None,long_funnel,uniform,<class 'keras.optimizers.Nadam'>,<function binary_crossentropy at 0x000002B8A86727B8>,<function relu at 0x000002B8ADC76F28>,<function sigmoid at 0x000002B8ADC850D0>
115,150,0.5409204984120556,0.7222222222222222,0.6202560129110294,0.6533864541832669,4.4375,32,5,1,150,0.0,None,None,long_funnel,uniform,<class 'keras.optimizers.Nadam'>,<function binary_crossentropy at 0x000002B8A86727B8>,<function relu at 0x000002B8ADC76F28>,<function sigmoid at 0x000002B8ADC850D0>
116,100,0.4232117232297444,0.8611111177338494,0.4594684433770845,0.808764948075511,2.75,64,4,3,100,0.0,None,None,long_funnel,normal,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x000002B8A86727B8>,<function elu at 0x000002B8ADC76C80>,<function sigmoid at 0x000002B8ADC850D0>
117,150,0.44896350312046707,0.8703703764412138,0.47995669133515945,0.7848605673864069,1.0625,8,5,3,150,0.0,None,None,long_funnel,normal,<class 'keras.optimizers.Nadam'>,<function binary_crossentropy at 0x000002B8A86727B8>,<function relu at 0x000002B8ADC76F28>,<function sigmoid at 0x000002B8ADC850D0>
118,150,0.4253694040235132,0.888888894683785,0.45866462784129164,0.7888446301815519,4.4375,32,4,3,150,0.0,None,None,long_funnel,normal,<class 'keras.optimizers.Nadam'>,<function binary_crossentropy at 0x000002B8A86727B8>,<function elu at 0x000002B8ADC76C80>,<function sigmoid at 0x000002B8ADC850D0>
119,150,0.6874313818083869,0.5555555555555556,0.6912060572331645,0.533864542070138,4.4375,8,4,4,150,0.0,None,None,brick,normal,<class 'keras.optimizers.Nadam'>,<function binary_crossentropy at 0x000002B8A86727B8>,<function relu at 0x000002B8ADC76F28>,<function sigmoid at 0x000002B8ADC850D0>
120,150,0.44331779013629313,0.8703703703703703,0.45357460386130916,0.8047808764940239,3.875,16,4,4,150,0.0,None,None,brick,uniform,<class 'keras.optimizers.Nadam'>,<function binary_crossentropy at 0x000002B8A86727B8>,<function relu at 0x000002B8ADC76F28>,<function sigmoid at 0x000002B8ADC850D0>
121,50,0.43813807744313465,0.8703703703703703,0.4630615427867528,0.7808764940239044,0.5,64,3,1,50,0.0,None,None,brick,uniform,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x000002B8A86727B8>,<function relu at 0x000002B8ADC76F28>,<function sigmoid at 0x000002B8ADC850D0>
122,50,0.4403398155079264,0.8611111111111112,0.4302466165684254,0.8247011952191236,1.0625,64,4,1,50,0.0,None,None,long_funnel,normal,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x000002B8A86727B8>,<function relu at 0x000002B8ADC76F28>,<function sigmoid at 0x000002B8ADC850D0>
123,150,0.4575433537134746,0.8796296296296297,0.4367584763356366,0.8207171314741036,2.1875,8,2,1,150,0.0,None,None,brick,uniform,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x000002B8A86727B8>,<function relu at 0x000002B8ADC76F28>,<function sigmoid at 0x000002B8ADC850D0>
124,150,0.41376630618038623,0.8703703703703703,0.44699577951620134,0.8127490039840638,1.625,16,5,1,150,0.0,None,None,long_funnel,uniform,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x000002B8A86727B8>,<function elu at 0x000002B8ADC76C80>,<function sigmoid at 0x000002B8ADC850D0>
125,100,0.40792923434465017,0.8611111111111112,0.40786107418042017,0.8366533864541833,1.0625,64,4,4,100,0.0,None,None,brick,normal,<class 'keras.optimizers.Nadam'>,<function binary_crossentropy at 0x000002B8A86727B8>,<function elu at 0x000002B8ADC76C80>,<function sigmoid at 0x000002B8ADC850D0>
126,150,0.44985340135516944,0.8611111111111112,0.46108932822824,0.8087649402390438,3.875,64,5,4,150,0.0,None,None,long_funnel,normal,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x000002B8A86727B8>,<function relu at 0x000002B8ADC76F28>,<function sigmoid at 0x000002B8ADC850D0>
127,150,0.4564081069978851,0.8703703703703703,0.48287656167113924,0.7848605577689243,2.75,8,4,4,150,0.0,None,None,brick,uniform,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x000002B8A86727B8>,<function relu at 0x000002B8ADC76F28>,<function sigmoid at 0x000002B8ADC850D0>
128,150,0.6877466258075502,0.5555555696288744,0.6909108088310971,0.5338645554871199,1.625,8,5,3,150,0.0,None,None,long_funnel,uniform,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x000002B8A86727B8>,<function relu at 0x000002B8ADC76F28>,<function sigmoid at 0x000002B8ADC850D0>
129,150,0.4500671031160487,0.8796296296296297,0.4559189747885404,0.7928286854964328,1.0625,32,5,4,150,0.0,None,None,long_funnel,uniform,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x000002B8A86727B8>,<function relu at 0x000002B8ADC76F28>,<function sigmoid at 0x000002B8ADC850D0>
130,100,0.46139218954064104,0.8703703703703703,0.5052438005922129,0.7330677290836654,2.1875,32,5,1,100,0.0,None,None,long_funnel,uniform,<class 'keras.optimizers.Nadam'>,<function binary_crossentropy at 0x000002B8A86727B8>,<function relu at 0x000002B8ADC76F28>,<function sigmoid at 0x000002B8ADC850D0>
131,150,0.44222169193542665,0.8796296359764205,0.4136421301279707,0.8207171393105708,0.5,32,5,3,150,0.0,None,None,brick,normal,<class 'keras.optimizers.Nadam'>,<function binary_crossentropy at 0x000002B8A86727B8>,<function relu at 0x000002B8ADC76F28>,<function sigmoid at 0x000002B8ADC850D0>
132,150,0.4496429797080863,0.8796296296296297,0.45653864935938404,0.8007968127490039,3.3125,16,2,2,150,0.0,None,None,brick,normal,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x000002B8A86727B8>,<function relu at 0x000002B8ADC76F28>,<function sigmoid at 0x000002B8ADC850D0>
133,100,0.45736422710534597,0.8703703703703703,0.452650061522822,0.8007968127490039,2.1875,16,5,4,100,0.0,None,None,long_funnel,uniform,<class 'keras.optimizers.Nadam'>,<function binary_crossentropy at 0x000002B8A86727B8>,<function relu at 0x000002B8ADC76F28>,<function sigmoid at 0x000002B8ADC850D0>
134,150,0.4111049827878122,0.8611111111111112,0.3998396453629452,0.8207171317115723,1.0625,32,2,4,150,0.0,None,None,brick,normal,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x000002B8A86727B8>,<function elu at 0x000002B8ADC76C80>,<function sigmoid at 0x000002B8ADC850D0>
135,50,0.4215685526529948,0.8611111185616918,0.45807165534521244,0.8007968217728147,1.625,16,4,3,50,0.0,None,None,long_funnel,normal,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x000002B8A86727B8>,<function elu at 0x000002B8ADC76C80>,<function sigmoid at 0x000002B8ADC850D0>
136,100,0.4551460255558292,0.8611111177338494,0.4455065522417129,0.8007968207042055,3.875,32,2,3,100,0.0,None,None,brick,normal,<class 'keras.optimizers.Nadam'>,<function binary_crossentropy at 0x000002B8A86727B8>,<function relu at 0x000002B8ADC76F28>,<function sigmoid at 0x000002B8ADC850D0>
137,100,0.4562205961135111,0.8703703703703703,0.4844425044133263,0.7768924302788844,4.4375,32,2,1,100,0.0,None,None,brick,uniform,<class 'keras.optimizers.Nadam'>,<function binary_crossentropy at 0x000002B8A86727B8>,<function relu at 0x000002B8ADC76F28>,<function sigmoid at 0x000002B8ADC850D0>
138,50,0.4371813997212384,0.8611111111111112,0.4696691420923666,0.8007968127490039,2.75,8,2,4,50,0.0,None,None,brick,normal,<class 'keras.optimizers.Nadam'>,<function binary_crossentropy at 0x000002B8A86727B8>,<function relu at 0x000002B8ADC76F28>,<function sigmoid at 0x000002B8ADC850D0>
139,100,0.3749540388083982,0.8703703703703703,0.42309721591172783,0.8127490039840638,2.1875,16,4,1,100,0.0,None,None,brick,normal,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x000002B8A86727B8>,<function elu at 0x000002B8ADC76C80>,<function sigmoid at 0x000002B8ADC850D0>
140,150,0.4122668792045227,0.8796296296296297,0.4532423634156288,0.8247011952191236,2.75,64,4,2,150,0.0,None,None,brick,normal,<class 'keras.optimizers.Nadam'>,<function binary_crossentropy at 0x000002B8A86727B8>,<function elu at 0x000002B8ADC76C80>,<function sigmoid at 0x000002B8ADC850D0>
141,100,0.4172255485146134,0.8703703703703703,0.4528739443456984,0.7968127492414527,3.3125,32,5,4,100,0.0,None,None,brick,uniform,<class 'keras.optimizers.Nadam'>,<function binary_crossentropy at 0x000002B8A86727B8>,<function elu at 0x000002B8ADC76C80>,<function sigmoid at 0x000002B8ADC850D0>
142,150,0.45437741066031223,0.8611111111111112,0.44234067494194873,0.8167330677290837,4.4375,16,3,1,150,0.0,None,None,long_funnel,uniform,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x000002B8A86727B8>,<function relu at 0x000002B8ADC76F28>,<function sigmoid at 0x000002B8ADC850D0>
143,150,0.39008456717042633,0.8703703703703703,0.4073510047651742,0.8247011952191236,0.5,64,5,1,150,0.0,None,None,brick,normal,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x000002B8A86727B8>,<function elu at 0x000002B8ADC76C80>,<function sigmoid at 0x000002B8ADC850D0>
144,100,0.687665248910586,0.5555555696288744,0.6909981683430919,0.5338645547747137,3.3125,8,4,3,100,0.0,None,None,long_funnel,uniform,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x000002B8A86727B8>,<function relu at 0x000002B8ADC76F28>,<function sigmoid at 0x000002B8ADC850D0>
145,50,0.4207617344541682,0.8611111111111112,0.45869580362422535,0.8047808764940239,1.625,8,5,4,50,0.0,None,None,long_funnel,normal,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x000002B8A86727B8>,<function elu at 0x000002B8ADC76C80>,<function sigmoid at 0x000002B8ADC850D0>
146,150,0.41804679207227846,0.8796296296296297,0.4093155111687117,0.8286852589641435,0.5,8,5,4,150,0.0,None,None,brick,normal,<class 'keras.optimizers.Nadam'>,<function binary_crossentropy at 0x000002B8A86727B8>,<function elu at 0x000002B8ADC76C80>,<function sigmoid at 0x000002B8ADC850D0>
147,150,0.4556320169940591,0.8796296296296297,0.48028373954246245,0.7808764940239044,4.4375,8,3,2,150,0.0,None,None,long_funnel,uniform,<class 'keras.optimizers.Nadam'>,<function binary_crossentropy at 0x000002B8A86727B8>,<function relu at 0x000002B8ADC76F28>,<function sigmoid at 0x000002B8ADC850D0>
148,50,0.454775447832179,0.8703703703703703,0.4688472976310705,0.7768924302788844,1.625,32,5,2,50,0.0,None,None,long_funnel,normal,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x000002B8A86727B8>,<function relu at 0x000002B8ADC76F28>,<function sigmoid at 0x000002B8ADC850D0>
149,150,0.4539268742211991,0.8796296296296297,0.4627870895948068,0.7808764942613731,4.4375,64,4,4,150,0.0,None,None,brick,uniform,<class 'keras.optimizers.Nadam'>,<function binary_crossentropy at 0x000002B8A86727B8>,<function relu at 0x000002B8ADC76F28>,<function sigmoid at 0x000002B8ADC850D0>
150,150,0.4483981161481804,0.8703703703703703,0.44577422254232774,0.8127490039840638,1.625,8,2,4,150,0.0,None,None,long_funnel,normal,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x000002B8A86727B8>,<function relu at 0x000002B8ADC76F28>,<function sigmoid at 0x000002B8ADC850D0>
151,50,0.4269795097341692,0.8611111111111112,0.4600403369719764,0.8087649402390438,3.875,8,3,2,50,0.0,None,None,brick,normal,<class 'keras.optimizers.Nadam'>,<function binary_crossentropy at 0x000002B8A86727B8>,<function elu at 0x000002B8ADC76C80>,<function sigmoid at 0x000002B8ADC850D0>
152,50,0.40808948322578714,0.8888888888888888,0.4548686891126324,0.8047808764940239,1.625,8,3,2,50,0.0,None,None,brick,uniform,<class 'keras.optimizers.Nadam'>,<function binary_crossentropy at 0x000002B8A86727B8>,<function elu at 0x000002B8ADC76C80>,<function sigmoid at 0x000002B8ADC850D0>
153,100,0.3876886588728262,0.8703703764412138,0.41773845126622344,0.8087649496190576,2.1875,8,3,3,100,0.0,None,None,long_funnel,uniform,<class 'keras.optimizers.Nadam'>,<function binary_crossentropy at 0x000002B8A86727B8>,<function elu at 0x000002B8ADC76C80>,<function sigmoid at 0x000002B8ADC850D0>
154,100,0.45394401253132083,0.8703703703703703,0.4765848594650893,0.7928286852589641,3.875,8,2,2,100,0.0,None,None,long_funnel,uniform,<class 'keras.optimizers.Nadam'>,<function binary_crossentropy at 0x000002B8A86727B8>,<function relu at 0x000002B8ADC76F28>,<function sigmoid at 0x000002B8ADC850D0>
155,100,0.41776721248472176,0.8611111111111112,0.41875159120061006,0.8167330677290837,3.875,32,4,4,100,0.0,None,None,brick,normal,<class 'keras.optimizers.Nadam'>,<function binary_crossentropy at 0x000002B8A86727B8>,<function elu at 0x000002B8ADC76C80>,<function sigmoid at 0x000002B8ADC850D0>
156,50,0.4103355696079908,0.8611111111111112,0.45077038446508083,0.8007968129864727,3.875,64,3,4,50,0.0,None,None,long_funnel,normal,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x000002B8A86727B8>,<function elu at 0x000002B8ADC76C80>,<function sigmoid at 0x000002B8ADC850D0>
157,100,0.45976617283412013,0.8703703703703703,0.4533961439489624,0.8127490039840638,1.625,8,3,2,100,0.0,None,None,brick,uniform,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x000002B8A86727B8>,<function relu at 0x000002B8ADC76F28>,<function sigmoid at 0x000002B8ADC850D0>
158,150,0.45930008945288137,0.8703703703703703,0.48362296383152625,0.7888446215139442,3.3125,32,3,2,150,0.0,None,None,long_funnel,normal,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x000002B8A86727B8>,<function relu at 0x000002B8ADC76F28>,<function sigmoid at 0x000002B8ADC850D0>
159,100,0.4613660040690943,0.8703703703703703,0.4479332753861568,0.8047808764940239,3.3125,16,2,4,100,0.0,None,None,brick,uniform,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x000002B8A86727B8>,<function relu at 0x000002B8ADC76F28>,<function sigmoid at 0x000002B8ADC850D0>
160,100,0.6746322788574077,0.6574074074074074,0.6923207058849563,0.5896414342629482,3.875,64,4,1,100,0.0,None,None,long_funnel,normal,<class 'keras.optimizers.Nadam'>,<function binary_crossentropy at 0x000002B8A86727B8>,<function elu at 0x000002B8ADC76C80>,<function sigmoid at 0x000002B8ADC850D0>
161,150,0.44557673835919964,0.8796296296296297,0.42409266679885377,0.8167330678478181,4.4375,64,4,4,150,0.0,None,None,brick,normal,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x000002B8A86727B8>,<function relu at 0x000002B8ADC76F28>,<function sigmoid at 0x000002B8ADC850D0>
162,150,0.4562076192038755,0.8703703703703703,0.4580647146321863,0.8047808764940239,4.4375,32,4,2,150,0.0,None,None,brick,normal,<class 'keras.optimizers.Nadam'>,<function binary_crossentropy at 0x000002B8A86727B8>,<function relu at 0x000002B8ADC76F28>,<function sigmoid at 0x000002B8ADC850D0>
163,150,0.4262777335113949,0.8703703764412138,0.46239867718868044,0.788844630537755,2.1875,8,5,3,150,0.0,None,None,brick,uniform,<class 'keras.optimizers.Nadam'>,<function binary_crossentropy at 0x000002B8A86727B8>,<function elu at 0x000002B8ADC76C80>,<function sigmoid at 0x000002B8ADC850D0>
164,150,0.44684197532909886,0.8703703703703703,0.4387758821249008,0.8247011954565923,4.4375,32,3,4,150,0.0,None,None,brick,normal,<class 'keras.optimizers.Nadam'>,<function binary_crossentropy at 0x000002B8A86727B8>,<function elu at 0x000002B8ADC76C80>,<function sigmoid at 0x000002B8ADC850D0>
165,150,0.43132476812159576,0.8703703703703703,0.4125397717097841,0.8286852592016122,1.625,64,4,4,150,0.0,None,None,brick,normal,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x000002B8A86727B8>,<function relu at 0x000002B8ADC76F28>,<function sigmoid at 0x000002B8ADC850D0>
166,150,0.44656185497943723,0.8611111177338494,0.4605821403878856,0.784860568098813,4.4375,64,5,3,150,0.0,None,None,brick,uniform,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x000002B8A86727B8>,<function relu at 0x000002B8ADC76F28>,<function sigmoid at 0x000002B8ADC850D0>
167,50,0.4562495036257638,0.8796296351485782,0.461004817524398,0.8007968217728147,3.875,8,2,3,50,0.0,None,None,brick,uniform,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x000002B8A86727B8>,<function relu at 0x000002B8ADC76F28>,<function sigmoid at 0x000002B8ADC850D0>
168,50,0.4198205650404648,0.8611111111111112,0.44829851311753943,0.8087649403577781,0.5,16,3,4,50,0.0,None,None,long_funnel,uniform,<class 'keras.optimizers.Nadam'>,<function binary_crossentropy at 0x000002B8A86727B8>,<function elu at 0x000002B8ADC76C80>,<function sigmoid at 0x000002B8ADC850D0>
169,150,0.43389758286583757,0.8703703772690561,0.4318053982112987,0.8286852664444077,4.4375,8,3,3,150,0.0,None,None,long_funnel,normal,<class 'keras.optimizers.Nadam'>,<function binary_crossentropy at 0x000002B8A86727B8>,<function elu at 0x000002B8ADC76C80>,<function sigmoid at 0x000002B8ADC850D0>
170,100,0.41072143821252716,0.8611111111111112,0.4690341204404831,0.8047808766127582,3.3125,64,3,4,100,0.0,None,None,brick,normal,<class 'keras.optimizers.Nadam'>,<function binary_crossentropy at 0x000002B8A86727B8>,<function elu at 0x000002B8ADC76C80>,<function sigmoid at 0x000002B8ADC850D0>
171,100,0.5799759201429509,0.5925925925925926,0.6915516093432665,0.5856573705179283,4.4375,64,5,2,100,0.0,None,None,brick,normal,<class 'keras.optimizers.Nadam'>,<function binary_crossentropy at 0x000002B8A86727B8>,<function relu at 0x000002B8ADC76F28>,<function sigmoid at 0x000002B8ADC850D0>
172,50,0.4509953616393937,0.8796296351485782,0.48564585825183476,0.7808765028102465,3.875,64,5,3,50,0.0,None,None,brick,uniform,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x000002B8A86727B8>,<function relu at 0x000002B8ADC76F28>,<function sigmoid at 0x000002B8ADC850D0>
173,150,0.46004154679744885,0.8703703703703703,0.46441343792369105,0.7928286852589641,4.4375,16,4,2,150,0.0,None,None,brick,uniform,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x000002B8A86727B8>,<function relu at 0x000002B8ADC76F28>,<function sigmoid at 0x000002B8ADC850D0>
174,100,0.4425919805480926,0.8703703703703703,0.4709721049405189,0.7808764940239044,2.75,64,3,2,100,0.0,None,None,brick,uniform,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x000002B8A86727B8>,<function relu at 0x000002B8ADC76F28>,<function sigmoid at 0x000002B8ADC850D0>
175,50,0.6876920262972513,0.5555555555555556,0.6909800969746959,0.533864542070138,3.3125,8,4,4,50,0.0,None,None,long_funnel,normal,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x000002B8A86727B8>,<function relu at 0x000002B8ADC76F28>,<function sigmoid at 0x000002B8ADC850D0>
176,100,0.4200807793272866,0.8611111177338494,0.4243112894895661,0.8087649487879172,0.5,16,2,3,100,0.0,None,None,brick,normal,<class 'keras.optimizers.Nadam'>,<function binary_crossentropy at 0x000002B8A86727B8>,<function elu at 0x000002B8ADC76C80>,<function sigmoid at 0x000002B8ADC850D0>
177,50,0.6871998574998643,0.5555555555555556,0.6918813985182469,0.5338645418326693,3.875,16,5,1,50,0.0,None,None,brick,normal,<class 'keras.optimizers.Nadam'>,<function binary_crossentropy at 0x000002B8A86727B8>,<function relu at 0x000002B8ADC76F28>,<function sigmoid at 0x000002B8ADC850D0>
